X Y Z
0.228424 -0.052615 1.886356
0.317590 0.110450 1.965564
0.354299 0.128317 1.997453
0.215595 0.129029 1.921430
0.257151 0.137101 1.934309
0.062012 -0.199254 1.867197
0.239104 0.188073 1.942882
0.249522 -0.067651 1.890965
0.251061 0.189818 1.946326
0.340175 0.030608 1.961495
0.052582 0.115516 1.926974
0.103682 -0.220317 1.854030
0.024320 0.166904 1.949359
0.238026 0.009090 1.903562
0.232577 0.111610 1.920651
0.240416 0.177675 1.937981
0.060306 0.108024 1.930574
0.040065 -0.200133 1.875514
0.177247 0.437658 1.980522
0.232104 -0.067168 1.885994
0.234419 0.173794 1.935865
0.166892 0.095283 1.906882
0.229000 -0.046959 1.891114
0.254810 0.172677 1.945605
0.072446 0.763709 2.058825
0.224523 0.174954 1.932941
0.266802 0.044301 1.924021
0.275469 0.039306 1.920861
0.299783 0.032860 1.930872
0.103468 -0.221190 1.856768
0.282935 0.016766 1.925209
0.252254 0.138715 1.934848
0.156232 0.104601 1.910077
0.301783 0.010426 1.929037
0.016282 0.167401 1.954914
0.229687 0.005201 1.899879
0.220267 -0.001579 1.896306
0.257659 -0.003678 1.906971
0.176562 0.438739 1.986025
0.249774 0.131589 1.933393
0.223682 0.130930 1.925714
0.037876 -0.201299 1.877154
0.232303 0.112653 1.921532
0.208882 -0.206122 1.855067
0.216446 0.119138 1.922234
0.225289 0.118713 1.919943
0.230720 -0.048303 1.889905
0.249704 0.126804 1.932847
0.161272 0.120940 1.916179
0.311430 -0.069330 1.918062
0.268439 -0.066898 1.903295
0.275042 -0.198058 1.886713
0.073257 0.762054 2.058862
0.308031 0.187240 1.975392
0.325813 0.187200 2.140316
0.302629 0.182862 1.971477
0.311003 0.200573 2.126924
0.311305 0.194300 1.977566
0.374299 0.191571 2.031896
0.371291 0.176198 2.343023
0.362066 0.176757 2.332853
0.351621 0.176078 2.005252
0.302953 0.172953 1.971048
0.361446 -0.059027 1.987464
0.312043 0.194264 1.979597
0.313256 0.191609 1.977815
0.312837 0.007709 2.032346
0.370963 0.008092 1.982579
0.310994 0.017012 1.940089
0.369967 0.015680 1.984836
0.378665 0.005887 1.991464
0.379513 0.005165 1.990896
0.369344 0.025358 1.986275
0.333932 0.007108 1.952573
0.236707 0.009244 1.999507
0.125218 0.019615 2.153333
-0.096403 -0.120515 1.968631
0.242950 0.144675 1.791783
0.398733 0.079873 1.914441
0.327707 0.137677 1.977565
0.295268 0.617393 2.075313
0.397204 0.132965 2.042810
0.362274 0.130757 2.004549
0.359460 0.131036 2.002193
0.358778 -0.049262 1.957743
0.350061 -0.048419 1.950095
0.339594 0.772013 2.258869
0.333789 0.773435 2.244661
0.382634 -0.054336 1.979179
0.343660 -0.052314 1.945364
0.362909 0.120545 2.002960
0.210683 0.047854 2.051539
0.371250 0.103337 2.007575
0.368450 0.104305 2.005251
0.330041 -0.010163 1.889900
0.386317 0.117140 2.026080
0.439259 0.057467 1.857665
0.439524 0.055983 1.860958
0.393795 0.114170 2.033937
0.258812 0.036308 2.118674
0.379689 -0.062789 1.973575
0.352273 -0.060171 1.949939
0.316048 0.019125 2.018664
0.335154 0.026833 2.010743
0.068755 0.095258 1.954274
0.362300 0.121663 2.002881
0.370703 0.007945 1.983384
0.371033 0.103635 2.007393
0.341019 0.016107 2.017790
0.018608 0.142628 1.972742
0.278402 -0.062480 1.903101
0.297894 0.014365 1.931861
0.291958 0.141511 1.953501
0.294472 0.141268 1.956135
0.319949 -0.064262 1.927187
0.310721 0.012910 1.938997
0.263998 0.067803 1.926133
0.327590 -0.062835 1.932310
0.358365 -0.065048 1.953702
0.364926 -0.065266 1.959454
0.296560 0.196207 2.112970
-0.018493 0.028139 1.999324
0.327647 0.192239 2.140711
0.394123 0.132414 2.038155
0.364964 0.124624 1.963967
0.320026 -0.060917 1.927502
0.364860 0.180008 2.018608
0.258085 0.075964 1.924528
0.376451 0.116917 2.014400
0.298491 0.180382 1.967991
0.029842 0.138251 1.975397
0.198062 0.019451 1.972289
0.394098 0.126109 2.037040
0.340183 0.771584 2.259442
0.292988 0.174571 1.962933
0.424960 -0.016289 1.801440
0.366175 -0.053191 1.962923
0.330290 0.005485 1.950465
0.310643 0.184627 1.976242
0.355608 -0.057695 1.953064
0.303863 0.172598 1.968864
0.362539 0.130863 2.003738
0.315517 0.110039 1.962862
0.283339 0.175166 1.958264
0.310592 0.023045 1.940974
0.243772 0.144457 1.791391
-0.062389 0.034383 2.007645
-0.052456 0.506585 2.069799
0.251703 0.087613 2.128147
0.370090 -0.055204 1.966162
0.327738 0.137665 1.977031
0.317955 -0.058503 1.926517
0.197610 0.149502 2.065714
0.296109 0.119772 1.953117
0.303255 0.014353 1.933671
0.374205 0.188057 2.031583
0.316097 0.119068 1.965118
0.363302 0.119045 2.001978
0.293729 0.153057 2.202279
0.328403 0.120384 1.974808
0.393448 0.122730 2.036295
0.333180 0.772054 2.242976
0.362815 0.121189 2.001742
0.270406 0.046875 1.924550
0.339936 0.033064 1.962365
0.276854 0.034232 1.922152
0.369678 0.024763 1.985815
0.353873 0.119555 1.993977
0.335763 0.120328 1.980073
0.286581 0.164997 2.023867
0.379142 0.016904 1.993290
0.251761 0.075505 2.126675
0.334483 0.011716 1.953720
0.361891 0.116753 2.000602
0.370478 0.007376 1.983455
0.328126 0.172172 1.986626
0.326124 0.006188 1.947280
0.415323 0.172499 2.084423
0.372386 0.113715 2.009261
0.371512 -0.001077 1.981924
0.413443 0.176878 2.080943
0.326922 0.185987 2.139038
0.296207 0.194924 2.113245
0.254354 0.192824 1.946654
0.370289 0.188298 2.025852
0.382406 -0.054881 1.976361
0.366049 -0.053429 1.964334
0.274668 -0.050912 1.904248
0.393369 0.132629 2.038383
0.352145 -0.060841 1.949698
0.331453 0.135899 1.983138
0.312128 -0.059207 1.924108
0.318906 -0.060634 1.927833
0.328559 0.135811 1.976354
0.320089 -0.064243 1.926787
0.277396 -0.062753 1.903455
0.384287 -0.057617 1.979599
0.357536 -0.064797 1.954222
0.206651 0.174337 1.926920
0.243795 0.144697 1.791322
0.080861 0.212594 2.242638
0.171151 0.170812 2.039045
0.606717 0.212919 1.775618
0.293223 0.179112 1.964898
0.397358 0.113881 2.039488
0.364754 0.177176 2.019713
0.328287 0.172841 1.985647
0.353936 0.151686 1.932029
0.253270 0.173479 1.942231
0.225052 0.174178 1.932842
0.273757 0.140519 1.943528
0.331072 0.133678 1.978353
0.243335 0.173100 2.147447
0.362187 0.120348 2.002250
0.380082 0.113765 2.018968
0.371758 0.112772 2.009772
0.377861 0.014732 1.992429
0.328459 0.033307 1.955077
0.369414 0.024481 1.985964
0.371982 0.007113 1.982524
0.379085 0.003975 1.990489
0.325597 0.006006 1.948190
0.378989 0.000416 1.990159
0.371762 -0.001187 1.981753
0.328597 -0.061615 1.932043
0.311954 -0.060595 1.923804
0.319320 -0.064146 1.926675
0.313685 -0.065187 1.921645
0.378361 0.036056 1.917235
0.272370 0.008970 1.917612
0.332668 0.120838 1.978900
0.356305 0.118515 1.997130
0.286997 0.191798 1.963159
0.357628 -0.064982 1.953906
0.273562 -0.047281 1.904764
0.330645 0.008514 1.952560
0.369080 0.179896 2.023079
0.331826 0.116572 1.975561
0.182172 -0.122276 1.860052
0.179287 0.103364 1.899546
0.364082 -0.065190 1.958693
0.377123 -0.065880 1.972550
0.352807 -0.063403 1.948850
0.314399 0.110059 1.964360
0.386404 -0.063925 1.980501
0.317011 -0.057160 1.930192
0.262561 0.073218 1.923882
0.362191 0.187890 2.017945
0.287936 0.191192 1.962606
0.277132 -0.050180 1.906696
0.338169 -0.053796 1.941772
0.270287 0.115176 1.937523
0.380178 -0.057120 1.978334
0.227652 0.121381 1.922876
0.248023 0.146984 2.454818
0.316967 0.138848 1.970201
0.292632 0.176041 1.963987
0.216955 0.124381 1.919355
0.367554 0.134814 2.010518
0.355018 0.124935 1.973760
0.296276 0.192281 2.111604
0.332348 0.771759 2.243466
0.361121 0.131800 2.002145
0.268837 0.137825 1.940772
0.378639 0.000957 1.989024
0.363702 0.030173 1.981043
0.342419 0.031447 1.965215
0.278057 0.033502 1.924690
0.257861 0.035236 1.914895
0.360822 0.120239 2.001068
0.370685 0.006712 1.982674
0.180370 0.044749 2.100400
0.378485 0.019452 1.992841
0.309266 0.023779 1.939854
0.378408 0.016599 1.992576
0.372048 -0.065951 1.965531
0.313171 0.191173 1.980818
0.330881 0.124623 1.975235
0.239302 0.144294 1.791670
0.312613 0.184092 1.976996
0.383090 -0.006599 1.992203
0.300090 0.564416 2.068992
0.259783 0.170102 2.266833
0.338817 0.134739 1.985261
0.385082 0.130395 2.029984
0.292004 0.139557 1.955167
0.356932 0.135569 2.001043
0.389143 0.127201 2.033557
0.235103 0.171658 2.298184
0.371748 0.005811 1.981938
0.391960 0.125178 2.035655
0.384954 0.125522 2.029415
0.371567 -0.001018 1.981304
0.306036 0.128545 1.959610
0.321039 0.774229 2.221563
0.391329 0.111669 2.041224
0.395734 0.111224 2.038318
0.330877 0.124481 1.975234
0.349402 -0.051304 1.948837
0.379900 -0.058651 1.978019
0.355826 0.114796 1.995362
0.358613 0.114521 1.997718
0.378340 0.115905 2.020334
0.381966 -0.062062 1.976368
0.292784 0.177069 1.963742
0.383209 -0.067272 1.977050
0.313568 -0.061859 1.923342
0.374646 0.118859 2.015375
0.350339 0.117933 1.990799
0.392486 0.116409 2.032280
0.381772 -0.006392 1.992733
0.369840 0.016169 1.984241
0.314647 0.110283 1.962847
0.269916 0.115621 1.937763
0.337553 0.004659 1.956784
0.377220 0.132716 2.021052
0.384960 -0.053851 1.979456
0.355834 -0.064664 1.953657
0.281806 0.193533 1.961465
0.281950 0.007296 1.923143
0.381860 0.025215 1.998135
0.340432 0.005124 1.957762
0.310807 -0.067615 1.921257
0.331240 0.003645 1.953301
0.318524 0.012267 1.942186
0.258776 0.124826 1.934032
0.308567 -0.050254 1.924323
0.386199 -0.058115 1.981471
0.338564 -0.055121 1.940728
0.327063 0.032048 1.951469
0.382601 -0.067969 1.977769
0.381163 -0.059680 1.977140
0.368917 -0.058297 1.962993
0.317785 0.137696 1.970577
0.370398 0.016637 1.984831
0.395819 0.130031 2.040348
0.373868 0.108163 2.010280
0.226218 0.118950 1.921084
0.342385 0.766709 2.257762
0.333416 0.769638 2.241397
0.266761 0.119300 1.935122
0.317204 -0.058074 1.928654
0.335417 0.117166 1.985048
0.354052 0.115317 1.993230
0.297042 0.030243 1.933320
0.391398 0.124176 2.032628
0.309563 0.775214 2.206021
0.370542 0.021763 1.985243
0.306109 0.126291 1.959018
0.282803 0.025949 1.924608
0.218552 0.121753 1.918492
0.336115 0.121754 1.977258
0.257879 0.178768 1.944217
0.095804 0.693848 2.338044
0.150784 0.120631 1.909182
0.368671 0.132664 2.010705
0.369991 0.020346 1.985366
0.315519 -0.069247 1.928065
0.217253 0.033141 1.902044
0.375946 0.018544 1.990352
0.349783 0.117818 1.993546
0.336204 0.013741 1.955365
0.205172 0.441579 1.994343
0.380038 -0.061380 1.979125
0.383715 0.007921 1.996076
0.289779 0.013444 1.927114
0.318964 -0.058069 1.927249
0.325074 0.007251 1.949538
0.394749 0.129732 2.041043
0.367624 0.106069 2.008049
0.375485 0.001304 1.988751
0.320963 -0.063743 1.927882
0.310884 0.005881 1.938669
0.387637 0.131657 2.030843
0.329818 0.137407 1.987045
0.329780 0.770327 2.244212
0.209251 -0.204354 1.851344
0.301903 0.566100 2.068118
0.368322 0.132281 2.010387
0.301018 0.586958 2.074171
0.292296 0.136877 1.953324
0.179238 -0.120863 1.859278
0.307489 -0.050641 1.924909
0.320977 -0.050544 1.989897
0.265535 0.612242 2.054875
0.175714 0.675784 2.234102
0.102745 0.016329 1.955880
-0.108840 0.191228 1.873774
0.087198 0.182978 1.849568
-0.019777 0.286237 1.854480
0.047371 -0.065255 1.955704
0.047199 0.029442 1.990347
0.081552 0.188302 1.845424
0.130210 0.140443 1.886826
-0.058509 -0.192346 1.795851
0.078053 0.167216 1.889213
0.119008 0.166709 2.103341
0.001000 0.095626 1.878200
0.023308 0.060908 2.102828
0.086573 0.182383 1.826073
-0.139620 0.165737 2.155834
0.077139 0.096668 2.097790
0.120918 0.111230 2.092993
0.011619 -0.005366 2.029528
0.250857 0.188500 1.843743
0.014775 0.009194 2.014627
0.072944 -0.020094 1.956778
0.082578 0.166700 1.834111
-0.010720 -0.094412 1.940107
0.084166 0.191216 1.940437
0.092697 0.223194 1.947479
0.024891 0.013519 1.837088
-0.046500 0.294697 1.828306
0.066376 0.092313 2.133037
-0.056525 0.310755 1.813894
-0.050630 0.306139 1.827276
0.071343 0.241270 1.945661
0.037156 0.122172 1.844660
0.027483 0.094388 1.933195
-0.015139 0.113834 1.965997
0.099300 0.105237 1.980855
-0.016557 0.099188 1.822462
0.041922 0.136363 1.846412
-0.019770 0.089731 1.808789
0.023413 0.102312 1.806702
-0.018006 0.093884 1.808451
0.055606 0.160389 1.940523
0.078593 0.103179 1.942748
0.087068 0.195829 1.991451
0.080718 0.236761 1.951645
-0.000820 0.147021 1.963892
0.165279 0.320639 1.530675
0.046937 0.088960 2.114986
0.067396 0.113913 1.926702
0.162791 0.136053 2.073940
0.019623 0.077188 2.114268
0.001585 0.170425 2.124190
0.107915 0.164375 2.105457
-0.061392 0.304811 1.836891
0.011462 0.040849 1.737944
0.101093 0.133629 1.849015
0.068452 0.187382 1.893945
0.072623 0.165715 1.893298
0.142049 0.138677 2.315248
0.051447 0.150139 1.937576
0.050994 0.162527 1.880746
0.049829 0.151034 1.927769
0.058213 0.116697 1.918775
0.010740 0.026857 1.859882
0.050678 0.176378 1.821407
-0.023431 0.018546 1.961430
-0.000811 0.138187 1.949466
0.098153 0.162877 1.853706
0.105764 0.007648 1.930142
0.054473 0.099003 1.928179
0.020872 0.109904 1.904290
-0.078083 0.163235 2.141255
0.162498 0.056202 2.001733
0.075187 0.212646 1.900382
0.060791 0.204579 1.997989
0.014677 0.162831 1.939331
0.082373 0.148509 1.947692
0.096704 0.157832 1.863774
-0.017816 0.093498 1.808069
-0.075019 0.364763 2.269113
0.041834 0.136239 1.822805
0.000782 0.151347 1.962316
0.059761 0.261354 2.161822
0.023375 0.137192 1.883368
-0.018279 0.034595 1.914418
-0.041559 0.211659 2.130040
0.007633 0.042263 1.869971
0.030182 0.101012 1.838801
0.006722 0.120157 1.843783
-0.042837 0.157812 1.877402
0.088576 0.123654 2.095818
-0.026247 0.176584 2.121894
-0.058514 -0.192676 1.795560
0.037248 0.122286 1.844643
-0.022198 0.086677 1.894971
-0.044785 0.158157 1.930233
0.023260 0.101798 1.830648
-0.016329 0.092010 1.823087
0.041880 0.136556 1.846407
0.030309 0.123054 1.860892
0.037185 0.122229 1.868833
-0.042460 0.170736 1.931811
-0.044125 0.164608 1.943793
0.165277 0.320545 1.530665
0.030192 0.101095 1.814599
-0.055621 0.150201 2.135751
0.024943 0.030836 1.868476
0.086402 0.227160 1.933779
0.040055 0.111687 1.952448
-0.044550 -0.012805 1.985205
-0.000851 0.138511 1.949378
0.036429 0.120488 1.991819
-0.045741 -0.025896 1.972106
0.000497 0.209802 1.890947
0.018137 0.187387 1.980665
-0.014281 0.045840 1.973198
0.169190 0.096821 2.069625
-0.041907 0.183687 1.985368
0.034622 0.122149 1.927480
-0.044038 0.293542 1.843532
-0.030981 0.218273 1.940640
-0.042974 0.183744 2.011664
0.089045 0.105112 1.987658
0.028951 0.096078 2.010169
0.069010 0.193787 1.966806
0.021486 0.097622 2.003507
-0.046673 0.307444 1.853457
-0.011357 0.164394 1.892692
0.030479 0.123122 1.836610
0.146105 0.145343 1.965686
0.021004 0.138532 1.894088
-0.074711 0.482670 2.362606
0.031383 0.209742 1.841306
0.073179 0.165136 2.090225
0.032418 0.124577 1.840504
-0.019015 0.141395 1.925234
0.029424 0.071488 1.849621
0.164652 0.146005 2.077593
0.010140 0.105380 2.127631
0.070167 0.152627 1.843717
0.030858 0.121858 1.859789
0.032421 0.124929 1.864752
0.021192 0.064163 2.111912
-0.016585 0.153694 1.927440
-0.118395 0.110219 2.053212
0.015405 0.122606 2.123412
0.025309 0.103418 1.835211
0.030742 0.215006 1.989999
0.044884 0.216786 2.117917
0.028559 0.197010 2.113875
0.019296 0.134394 2.127686
0.183989 0.170102 2.083257
-0.058491 -0.192880 1.794475
0.023776 0.099459 2.007570
0.118226 0.105738 2.115142
0.036997 0.122550 1.868591
-0.017794 0.141327 1.873901
-0.016382 0.091497 1.822894
-0.075738 0.482728 2.361800
-0.033143 0.315859 2.331283
-0.063113 0.312044 1.848597
0.034614 0.189809 2.113049
0.025145 0.191313 1.985115
0.023219 0.051919 1.931718
-0.035197 -0.041187 1.968220
-0.073671 -0.005985 2.191162
-0.074733 0.364389 2.261936
-0.032579 0.223118 1.942427
0.036671 0.027486 2.068397
-0.052411 0.055841 2.203113
0.106242 0.216609 1.936197
0.007177 0.223070 1.949602
-0.043606 -0.042989 1.959074
0.054002 0.027543 1.928089
0.037011 0.103504 1.941188
0.014486 0.110671 1.950330
0.061711 0.021967 1.932466
0.154402 0.180173 2.083390
0.025723 0.130035 1.836904
0.058663 0.139050 1.958216
-0.070392 -0.048118 1.813025
-0.075510 0.483412 2.361000
0.124172 0.152243 2.074113
0.046747 0.189314 2.123802
-0.014030 0.142328 1.932722
0.011696 0.038148 1.924301
-0.092330 0.461870 2.329417
0.021324 0.132565 1.832742
0.020807 0.064690 2.112092
-0.004099 0.107957 2.016333
0.003085 -0.182992 1.864108
0.060343 -0.206541 1.882563
0.012528 0.041050 1.875181
-0.085740 0.061643 2.106492
0.037019 0.103530 1.942745
0.020097 0.105072 2.008397
0.053401 -0.107334 1.967648
0.389062 0.250427 2.115647
0.092816 0.159090 1.861307
0.064948 0.179149 1.883985
0.081059 0.091869 1.900633
0.018834 0.092192 1.971240
-0.028360 0.005796 2.013766
0.089723 -0.050397 1.957461
0.069048 0.165176 1.855603
0.052040 0.128420 1.942357
0.071747 0.156794 1.935007
0.069498 0.013201 1.933773
-0.049697 0.157722 2.128201
-0.000700 -0.008092 2.019772
0.057477 0.024569 1.928957
0.012959 0.011909 2.043519
-0.011457 0.350551 1.798303
0.037672 0.162332 1.791713
0.151805 0.180097 1.795626
0.075750 0.164258 1.925810
0.084808 0.256854 1.869701
0.099374 0.157268 1.915125
0.096741 0.235223 1.856947
0.069686 0.237698 1.818770
0.031924 0.223520 1.963728
0.215899 0.484301 2.301664
0.026153 0.262021 1.927301
0.020579 0.222821 1.853192
0.032967 0.256832 1.936960
-0.008412 0.274033 1.934214
0.113005 0.251478 1.823648
0.096085 0.195311 1.895654
0.102853 0.273542 1.926429
0.103734 0.238522 1.833560
0.042716 0.267827 1.814481
0.027150 0.257848 1.873964
0.068111 0.287469 1.938100
-0.031390 0.366969 1.796447
-0.012888 0.364968 1.816128
-0.208522 0.468407 2.388168
0.046275 0.255593 1.828644
-0.192931 0.487811 2.397626
0.069711 0.218892 1.814037
0.154800 0.177757 2.074154
0.057635 0.074722 1.847000
0.190204 0.171807 1.879866
0.071685 0.138221 1.797120
0.194152 0.251801 1.856378
-0.198933 0.395079 2.283413
